chunk_id,document_id,document_title,chunk_index,chunk_text
962c291f-91a6-4868-99ce-526fddfab92c,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,14,"ensitive to inherent noise, which
misleads the user preference capture and decreases recom













12461


-----

mendation performance. In Figure 1, we highlight two types
of noise: semantic noise among items and interaction noise
in user-item feedback. Most existing studies on MRSs suffers from the ignore of above noises. (1) As for semantic
noise, models like LATTICE and FREEDOM try to con"
2b526e10-6c75-434f-bd8d-71e3ab95f027,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,15,"ve noises. (1) As for semantic
noise, models like LATTICE and FREEDOM try to connect
items through similarity-based graphs. However, they face
challenges related to diverse user preferences (Wei et al.
2023a), the limitations of cosine similarity in high dimensions (Ahn 2008), and discrepancies in modal distribution
(Liang et al. 2021). These lead to inaccurate semantic links
and point out wrong u"
55f77373-1b02-4963-a66b-f8a5359f4464,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,16,"iang et al. 2021). These lead to inaccurate semantic links
and point out wrong user interest. (2) As for interaction
noise, factors like mis-operations, exploratory behaviors, or
account sharing introduce noise in user-item interactions,
confusing the user interest modeling. Although few methods realize the noise in MRSs, current methods are based
on strong assumptions to detect noisy records. RGC"
40e5c8bb-b562-4052-b466-9151f40f98cb,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,17,"Ss, current methods are based
on strong assumptions to detect noisy records. RGCN uses
implicit feedback to identify noise, assuming items in falsepositive interactions are distinct from user preferences. This
overlooks false positives similar to user interest. The challenge we face is *how to identify and mitigate item semantic*
*noise and user-item interaction noise in MRSs without mak-*
*ing sp"
7f6581aa-a8f0-42af-a83e-2f05a43658e6,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,18,"m semantic*
*noise and user-item interaction noise in MRSs without mak-*
*ing special assumptions about user behavior, allowing for*
*greater flexibility and robustness across user profiles and in-*
*teraction patterns.*
In this paper, we propose a EVa luating graph structure
E ffectiveness and mitigating N oisy links (EVEN) method
for recommendation, named EVEN, which mitigates the impact of inhe"
69a815de-9f58-4ffd-b4fb-60d4afd7c6fa,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,19,"(EVEN) method
for recommendation, named EVEN, which mitigates the impact of inherent noise. Firstly, to incorporate multimodal
raw features while denoising semantic priors, we propose
building item consistency into a homogeneous graph, evaluating the graph structure through task-specific relevance
analysis, and denoising it via behavior-driven adjustments.
Secondly, we introduce an adaptive graph "
0ece6520-faeb-44a2-899a-62c27f38a398,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,20,"ng it via behavior-driven adjustments.
Secondly, we introduce an adaptive graph pruning method
to denoise observed interactions by evaluating implicit contribution of representations during graph message-passing.
This approach mitigates the impact of less-contributed user
feedback, enabling the model to focus on more preferencerelevant interactions. Thirdly, we propose a self-guided
structure lear"
5e7dfeaa-dee2-4b2a-bf39-9563703d6be0,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,21,"referencerelevant interactions. Thirdly, we propose a self-guided
structure learning module to achieve task-specific crossmodal alignment and fusion, boosting MRSs performance
against inherent noise and multi-source information. Our
contributions can be summarized as follows:

 - We introduce a novel method EVEN to evaluate and
mitigate the inherent semantic and interaction noise on
higher-order s"
02ea9063-1d09-4a84-b0ba-05c2d9bf10da,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,22,"luate and
mitigate the inherent semantic and interaction noise on
higher-order structure connectivity in MRSs, boosting
the performance without additional user assumptions.

 - We propose to denoise the multimodal content semantic priors by building and evaluating task-specific item
consistency in the homogeneous graph. An implicit
contribution-based graph prune method over user-item
heterogeneous"
25b8aacd-34a9-40b0-a405-da43b3e46a67,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,23,". An implicit
contribution-based graph prune method over user-item
heterogeneous graph is proposed to evaluate and denoise
the observed interactions.

 - We present a self-guided structure learning method to
achieve task-specific cross-modal alignment and fusion
over the denoised two graphs, which enhances finegrained representation and preference mining.

 - Through experiments across Amazon data"
d1e3e52a-1cdd-45b8-af31-5fc7dc95aa4c,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,24,"representation and preference mining.

 - Through experiments across Amazon datasets, EVEN
demonstrates its effectiveness and achieves an aver

age improvement of 8.95% and 5.90% in recommendation accuracy compared with LGMRec and FREEDOM,
without extending the total training time.
## **Related work**
### **Multimedia Recommendation**

MRSs leverage diverse modalities information to enrich
recomme"
290715c9-4cc3-4521-b7f0-ccad153ee1ed,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,25,"Recommendation**

MRSs leverage diverse modalities information to enrich
recommendations. Existing MRSs can be divided into two
types: (1) Item embedding direct fusion-based methods.
BPR (He and McAuley 2016) is the first work to integrate
visual raw features with ID embeddings to represent items.
MAML (Liu et al. 2019) refines users’ multimodal preferences via attention mechanisms. With the adven"
9b1ee00d-fac4-4e07-99cf-4bb7af8bee73,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,26,") refines users’ multimodal preferences via attention mechanisms. With the advent of GNN,
models such as MMGCN (Wei et al. 2019), GRCN (Wei
et al. 2020), DualGNN (Wang et al. 2021a), SLMRec (Tao
et al. 2022),and MGCN (Yu et al. 2023) leverage graph convolutions to inject higher-order dependency into item representations, capturing connectivity through message-passing.
Recently, contrastive learnin"
3d21133e-f739-4ec5-81a8-acfe7b4564b6,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,27,"s, capturing connectivity through message-passing.
Recently, contrastive learning is introduced to fuse multimodal item embeddings in BM3 (Zhou et al. 2023b) and
MMSSL (Wei et al. 2023a). (2) Structure-based methods
construct another view of Item-Item (I-I) graph to build item
dependency. LATTICE (Zhang et al. 2021) designs a learnable layer to construct I-I structure and generate item semantic em"
51e47b42-7dc3-4186-9b3b-b79032fc99eb,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,28,"signs a learnable layer to construct I-I structure and generate item semantic embedding over the dynamic I-I graph. FREEDOM
(Zhou and Shen 2023) freezes the I-I graph and mines item
representations over the frozen graph. LGMRec (Guo et al.
2024) builds the many-to-many dependency between item
and features into a hypergraph and generate global item embedding over hypergraph message-passing.
### **D"
60a08ccb-11db-4231-aa65-c64f59db7cee,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,29,"raph and generate global item embedding over hypergraph message-passing.
### **Denoise Learning in Recommendation**

Denoising efforts in MRSs are limited and can be categorized into two types: (1) Learning-based methods. GRCN
(Wei et al. 2020), which use pre-defined functions to assess edges based on relevance to user preferences, mitigating noise through edge confidence scores. (2) Rule-based
me"
1a4ee226-97fe-472d-a07a-263fec3f7f05,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,30," preferences, mitigating noise through edge confidence scores. (2) Rule-based
methods. LayerGCN (Zhou et al. 2022) and FREEDOM
(Zhou and Shen 2023), which adjust structures using predetermined rules without relying on training feedback.
For traditional recommendation methods without multimodal information, existing denoise methods can be divided
into two categories: (1) Sample selection methods (D"
10efd741-75ce-46f4-a1e2-8e41e8618cf5,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,31,"oise methods can be divided
into two categories: (1) Sample selection methods (Ding
et al. 2019; Gantner et al. 2012). (2) Sample re-weighting
methods (Hu et al. 2021; Wang et al. 2021c). ADT (Wang
et al. 2021b) addresses the challenge of integrating falsepositive interactions in initial training stages by dynamically
balancing truncation and re-weighted losses. SGDL (Gao
et al. 2022) guides train"
9a89b13c-091d-40d0-9718-e49e460cf47b,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,32,"balancing truncation and re-weighted losses. SGDL (Gao
et al. 2022) guides training with meta-learning by leveraging early training interactions for noise identification. However, its dependency on initial data might lead to misleading
denoising when the data is biased, exacerbating noise issues
and extending the training time.
To avoid potential biases in early-stage data without relying on addit"
fa7b3492-f34a-476f-8616-8b8aaa7a2e7c,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,33,"ing time.
To avoid potential biases in early-stage data without relying on additional assumptions about user behavior, we
propose a data-independent denoising method. EVEN integrates multimodal denoising feature fusion with user-item
dependency exploration from a global perspective.


12462


-----

|Col1|Col2|
|---|---|
|**i**<br>=1|**i**<br>=1|
|||
|||
|||
|||





















PS: Vectors ge"
eb81664f-c74d-4314-8701-adef64651072,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,34,"-|
|**i**<br>=1|**i**<br>=1|
|||
|||
|||
|||





















PS: Vectors generated based on the Denoised I-I Graph are tagged with   , and vectors generated based on the Pruned Interaction Graph are tagged with   .

Figure 2: Framework of EVEN. For semantic priors noise in multimodal features, EVEN first builds item content consistency
into a homogeneous graph, and then denoises it by integra"
03b1c92b-f51a-4ce3-ae36-a93598d8bb24,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,35,"em content consistency
into a homogeneous graph, and then denoises it by integrating task-specific and behavior-driven adjustments. For noise in
observed user interactions, we introduce an implicit influence-based graph pruning method, which denoises user feedback
by evaluating the impact of high-order representations during message-passing over the user-item heterogeneous graph. After
obtained th"
b122aee1-36e2-40fb-8e39-c050081f1d4c,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,36,"during message-passing over the user-item heterogeneous graph. After
obtained the denoised graphs, EVEN performs task-specific cross-modal alignment through self-guided structure learning. This
process enhances robust and fine-grained representations by emphasizing the relative relationships in feedback, rather than
being misled by individual noisy samples.

## **Preliminary**

Given user-item int"
4dbad318-43f0-44e1-a53f-a94a116cb883,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,37,"ing misled by individual noisy samples.

## **Preliminary**

Given user-item interactions, we generate a graph *G* =
*{* ( *u, i* ) *|u ∈U* *, i ∈I}*, where *U* and *I* are the user and item
sets. An edge ( *u*, *i* ) is formed if an interaction exists, incorporating multimodal features. Following (Zhang et al. 2021;
Zhou and Shen 2023), we consider visual and textual modalities. ***h*** *[m]* *i*"
ffcc289c-9ed5-435a-bb87-a550586a3c15,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,38,"hou and Shen 2023), we consider visual and textual modalities. ***h*** *[m]* *i* *[, m][ ∈{][v, t][}]* [ represents item] *[ i]* [’s visual and textual]
feature. ***h*** *[ID]* *u* and ***h*** *[ID]* *i* represents user *u* ’s and item *i* ’s ID
embedding (Zhao et al. 2018). Our denoised multi-modal
system aims to learn user preferences through collaborative
filtering, addressing interaction and s"
ae40833c-0bcd-4e12-aba7-84048bd8af87,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,39,"n user preferences through collaborative
filtering, addressing interaction and semantic noise.
## **Proposed Method: EVEN**

The framework of proposed EVEN is shown in Figure 2. In
the following sections, the detailed designs are shown.
### **Denoising Multimodal Item Content**

To utilize and denoise multimodal features, we first extract
semantic priors from raw multimodal features and construct
"
9384e50c-cae2-4d01-bce8-0bfa956a92ca,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,40,"es, we first extract
semantic priors from raw multimodal features and construct
a similarity-based item consistency graph. We then incorporate task-specific behavior relationships from user inter
12463


actions to mitigate noise in the item homogeneous graph.
After behavior-driven adjustments, a more comprehensive
item-to-item relationship is built, benefiting from considering user preferences in"
0f29e09d-ac9b-4d62-8d7a-cc7bf267d5e5,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,41,"m-to-item relationship is built, benefiting from considering user preferences in addition to item multimodal features.

**Constructing Item Semantic Consistency** For each
modality *m*, we construct an item-item graph ***A*** *[m]* using
raw item multimodal features to extract semantic priors and
mine content consistency. ***A*** *[m]* captures the inherent consistency between items by establishin"
582b7304-f035-4670-8a81-ae8fafe8e0d6,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,42,"cy. ***A*** *[m]* captures the inherent consistency between items by establishing edges based on feature semantic similarity. The adjacency matrix is defined as

***A*** *[m]* *ij* [=] ( *|* ***hh*** *[m]* *i* ~~*[m]*~~ *i* [)] *[||]* *[⊤]* ***[h][h]*** ~~*[m]*~~ *j* *[m]* *j* *[|]* *[,]* [ where] ***[ h]*** *i* *[m]* is the raw feature of item *i*
in modality *m*, ***A*** *[m]* *ij* [is similarit"
0afd419e-e695-4066-bf89-71093f66460d,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,43,"is the raw feature of item *i*
in modality *m*, ***A*** *[m]* *ij* [is similarity score between items] *[ i]* [ and]
*j* . To enhance graph sparsity, ***A*** *[m]* is transformed into an
unweighted graph by retaining edges to each item’s top- *k* 1
similar items as ***A*** *ij* = 1, while others are set to 0. This
ensures [�] *j∈I* ***[A]*** *[ij]* *[ ≤]* *[k]* [1] [, focusing on the most relevant"
3ef994a2-2ac9-473d-bfc4-725734235376,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,44,"res [�] *j∈I* ***[A]*** *[ij]* *[ ≤]* *[k]* [1] [, focusing on the most relevant con-]

nections and eliminating less significant ones. The visual
***A*** *[v]* and textual ***A*** *[t]* modality similarity graphs are merged
as: ***A*** [1] = *α* 1 ***A*** *[v]* + (1 *−* *α* 1 ) ***A*** *[t]* *,* where learnable parameter
*α* 1 controls the influence of the visual modality, efficiently


-----

in"
ca693118-96e5-4761-9976-46a078a686cf,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,45,"ter
*α* 1 controls the influence of the visual modality, efficiently


-----

integrating multimodal contents.

**Denoising Item Semantic Priors** To mitigate inherent semantic noise in ***A*** [1], we propose adjusting ***A*** [1] by incorporating task-specific behavior relationships. An item occurrence
matrix ***C*** is constructed by measuring the shared interest frequency. This is motivated by"
0f07593a-ffb9-4205-9c5d-2a39dbf7ded2,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,46," is constructed by measuring the shared interest frequency. This is motivated by the fact that if items *i* and *j*
are frequently liked by the same user, then *i* and *j* are taskspecific relevant. ***C*** *ij* is computed as the count of unique
users interacting with both items *i* and *j* :

***C*** *ij* = *|{u ∈U |* ***M*** *u,i* = 1 *∧* ***M*** *u,j* = 1 *}|,* (1)

where ***M*** is the adjace"
9e2d3d75-1159-467c-9b87-853a239dd5d3,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,47,"* ***M*** *u,i* = 1 *∧* ***M*** *u,j* = 1 *}|,* (1)

where ***M*** is the adjacency matrix of the user-item interaction graph *G*, with ***M*** *u,i* = 1 denoting an observed interaction between user *u* and item *i* .
To avoid the impact of random behaviors, for each item *i*,
we set the behavior occurrence for the top- *k* 2 items *j ∈I*
in ***C*** *ij* to 1, and others to 0. We then merge the t"
9b00948e-3ffa-40f8-a1ac-fc9b82887434,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,48,"p- *k* 2 items *j ∈I*
in ***C*** *ij* to 1, and others to 0. We then merge the taskspecific item occurrence matrix ***C*** with the semantic consistency matrix ***A*** [1] to form a more robust Item-Item (I-I)
graph by introducing a learnable parameter *α* 2 as ***A*** [2] =
*α* 2 ***A*** [1] + (1 *−* *α* 2 ) ***C*** *,* where ***A*** [2] is the denoised I-I graph.
Next, ***A*** [2] is normalized "
50d6f935-6372-4085-a246-4918a87b0f86,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,49,",* where ***A*** [2] is the denoised I-I graph.
Next, ***A*** [2] is normalized to mitigate the impact of node degree on aggregation:

� 1
***A*** = ***D*** *[−]* 2 [1] ***A*** [2] ***D*** 2 *,* (2)

with ***D*** as the diagonal degree matrix of ***A*** [2], where ***D*** *ii* =
� *j∈I* ***[A]*** [2] *ij* [. Normalization ensures a balanced contribution]
from each node during message passing.
### "
b6146bb5-8d1d-4ec2-af63-6dfd127f887a,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,50,"ion ensures a balanced contribution]
from each node during message passing.
### **Denoising User Interactions**

We introduce an implicit impact-based graph pruning
method to denoise observed interactions by considering
the contribution of high-order item representations during
message-passing. EVEN probabilistically drop less contributed and high-degree item edges, which preserves essential feedb"
2a2f0f0c-739d-44d9-a819-e87817323eb6,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,51,"rop less contributed and high-degree item edges, which preserves essential feedback and prevents over-smoothing during graph
convolution, enhancing recommendation performance by
balancing sparsity and information integrity. Then over the
pruned interactions, EVEN generates refined high-order representations of users and items by emphasizing relative feedback, minimizing individual sample noises.

"
f8ec24c1-15df-49fc-875e-a85dc00a68f0,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,52,"d items by emphasizing relative feedback, minimizing individual sample noises.

**Implicit Impact-Based Interaction Evaluator** Considering that observed interactions contains user-preferenceagnostic records, we propose to iteratively assess item contribution by evaluating its impact through the gradients of
previous training round. Gradients capture the extent of loss
function changes with specif"
e8d26b5f-89b7-40fb-bbbd-4edb04c61135,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,53,"raining round. Gradients capture the extent of loss
function changes with specific parameters, aiding in the
identification and pruning of less-contributed edges. We denote the impact indicator of item *i* in round *r* as *F* ( *i* ) *[r]* =
*∂* *∂i* *L* *r−* 1, where *L* is the overall optimization function, as

shown in eq. (9). Note that *F* ( *i* ) *[r]* is obtained from training
process witho"
e62a323c-12c0-4d24-96c6-7cfb634d481b,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,54," in eq. (9). Note that *F* ( *i* ) *[r]* is obtained from training
process without additional user behavior assumption.

**User Noisy Feedback Pruner** Given *F* ( *i* ) *[r]* for item *i* at
round *r*, the edge pruning probability is set as:

*F* ( *i* ) *[r][−]* [1] 1
*p* *[r]* *ui* [=] *[·]* *,* (3)
~~�~~ *j∈I* *[F]* [(] *[j]* [)] *[r][−]* [1] ~~*√*~~ *d* *u* ~~*√*~~ *d* *i*


where *F* ( *i* )"
7bbe66f7-1477-433f-9418-d4d15dd8b0a4,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,55,"* [(] *[j]* [)] *[r][−]* [1] ~~*√*~~ *d* *u* ~~*√*~~ *d* *i*


where *F* ( *i* ) *[r][−]* [1] is the contribution of item *i* at previous round
*r −* 1, *[√]* *d* *u* is the degree of *u* . Then, we construct a symmetric adjacency matrix ***N*** *∈* *R* *[|U|]* [+] *[|I|]* from the user-item
interaction matrix ***M*** as:


0 ***M***
***N*** = ***M*** *[⊤]* 0
�


*,* (4)
�


where *|U|* and *|I|* "
7e33204e-1cff-4e2d-8bfc-f81b143693d8,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,56,"as:


0 ***M***
***N*** = ***M*** *[⊤]* 0
�


*,* (4)
�


where *|U|* and *|I|* represents the users and items number.
Then sample edges in ***N*** from the multinomial distribution with probability vector **p** = *< ...p* *[r]* *ui* *[... >]* [ and target data]
length *⌊|G|* (1 *−ρ* ) *⌋*, where *ρ* is the pre-defined dropout probability, *|G|* is the total edge number of user-item graph. Now
ite"
88885e46-2715-4bb1-846c-b94784ac42b9,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,57," dropout probability, *|G|* is the total edge number of user-item graph. Now
items with high contribution and low degree are more likely
to be retained. After edge pruning, the symmetric adjacency
matrix is constructed following eq. (4) and re-normalizated
following eq. (2), obtaining refined matrix ***N*** [�] *[r]* for round *r* .
The feedback pruner preserves important interactions and
reduces "
c0e6991f-3d10-44c7-970f-79522bccaf3e,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,58,"or round *r* .
The feedback pruner preserves important interactions and
reduces noisy clicks, enhancing model robustness. By iteratively refining ***N*** [�] *[r]*, pruning probabilities adapt based on
previous round impacts. In the inference phase, the original
Laplacian normalization of ***N*** is used directly.

**Interaction** **Dependency** **Denoising** For InteractionGraph ID Embedding (IG-"
9223f608-b09d-4e9f-b8e9-ca9752cb3616,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,59,"nteraction** **Dependency** **Denoising** For InteractionGraph ID Embedding (IG-ID Embedding) generation,
convolutional aggregations are performed on pruned
Interaction-Graph ***N*** [�] *[r]* of round *r* . The IG-ID Embedding
of user ***h*** *[ID]* *u* and item ***h*** *[ID]* *i* are obtained through the stacked
of all the hidden latent with a differentiable function as:
***h*** *[ID]* *u* = REA"
76d74835-19be-466a-a870-f2900578f419,f5b0ff1b-5be6-41b4-b943-c006ce953542,25EVEN.pdf,60,"ll the hidden latent with a differentiable function as:
***h*** *[ID]* *u* = READOUT( ***h*** *[ID,]* *u* [0] *,* ***h*** *[ID,]* *u* [1] *, ...,* ***h*** *[ID,L]* *u* *[ui]* ) *,* (5)

***h*** *[ID]* *i* = READOUT( ***h*** *[ID,]* *i* [0] *,* ***h*** *[ID,]* *i* [1] *, ...,* ***h*** *[ID,L]* *i* *[ui]* ) *,*

where ***h*** *[ID,]* *u* [0] and ***h*** *[ID,]* *i* [0] denote the initial ID embeddin"
